city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_type,last_new_job,training_hours,target,company_size_grouped
0.899,Male,Has relevent experience,Part time course,Graduate,8.0,Early Stage Startup,1,19,0.0,Small
0.527,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,25,1.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Masters,8.0,Pvt Ltd,1,7,0.0,Large
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,3,81,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,4,105,0.0,Small
0.6659999999999999,Male,No relevent experience,Full time course,Graduate,3.0,Pvt Ltd,1,18,0.0,Small
0.897,Male,Has relevent experience,no_enrollment,Masters,21.0,Early Stage Startup,2,28,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Funded Startup,3,12,0.0,Medium
0.624,Female,Has relevent experience,Unknown,Masters,7.0,Pvt Ltd,1,12,1.0,Medium
0.802,Unknown,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,never,64,0.0,Large
0.8959999999999999,Male,No relevent experience,no_enrollment,Primary School,7.0,Unknown,never,50,0.0,Unknown
0.624,Unknown,Has relevent experience,Unknown,Graduate,2.0,Unknown,2,43,1.0,Unknown
0.92,Female,No relevent experience,Full time course,Graduate,10.0,Public Sector,>4,112,1.0,Unknown
0.878,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,44,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,3,28,0.0,Large
0.92,Male,No relevent experience,no_enrollment,Primary School,3.0,Unknown,never,15,0.0,Unknown
0.804,Male,Has relevent experience,no_enrollment,Masters,7.0,Pvt Ltd,1,88,0.0,Medium
0.926,Male,No relevent experience,no_enrollment,Unknown,21.0,Unknown,never,94,0.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,1,56,0.0,Medium
0.924,Male,No relevent experience,no_enrollment,Primary School,3.0,Unknown,never,314,0.0,Unknown
0.763,Male,No relevent experience,Full time course,Graduate,5.0,Pvt Ltd,1,44,0.0,Large
0.6659999999999999,Male,No relevent experience,no_enrollment,Primary School,0.0,Unknown,never,7,0.0,Unknown
0.579,Unknown,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,1,9,0.0,Medium
0.92,Male,No relevent experience,no_enrollment,Masters,21.0,Unknown,>4,88,1.0,Unknown
0.924,Male,Has relevent experience,no_enrollment,Graduate,5.0,Early Stage Startup,1,105,0.0,Small
0.698,Male,Has relevent experience,Unknown,Graduate,14.0,Pvt Ltd,2,32,0.0,Medium
0.92,Other,No relevent experience,no_enrollment,Masters,4.0,Pvt Ltd,2,29,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,50,0.0,Unknown
0.893,Male,Has relevent experience,Full time course,Graduate,5.0,Pvt Ltd,1,20,0.0,Large
0.855,Male,Has relevent experience,no_enrollment,Masters,16.0,NGO,1,114,0.0,Medium
0.855,Female,No relevent experience,Full time course,Masters,10.0,NGO,3,98,0.0,Unknown
0.624,Female,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,2,94,1.0,Medium
0.897,Unknown,Has relevent experience,no_enrollment,Masters,7.0,Pvt Ltd,never,83,0.0,Medium
0.624,Male,No relevent experience,Full time course,Masters,1.0,Pvt Ltd,1,218,0.0,Large
0.92,Male,No relevent experience,no_enrollment,Graduate,2.0,Unknown,1,34,1.0,Unknown
0.924,Male,No relevent experience,Full time course,Graduate,4.0,Unknown,1,50,1.0,Unknown
0.698,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,11,0.0,Small
0.55,Unknown,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,3,32,1.0,Medium
0.92,Unknown,No relevent experience,Full time course,Unknown,5.0,Unknown,4,48,0.0,Small
0.913,Male,Has relevent experience,no_enrollment,High School,14.0,Pvt Ltd,>4,14,0.0,Small
0.939,Male,Has relevent experience,Part time course,Masters,21.0,Unknown,>4,80,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,15.0,Unknown,1,328,0.0,Unknown
0.743,Male,No relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,7,0.0,Unknown
0.92,Male,No relevent experience,Full time course,Graduate,6.0,Public Sector,2,52,1.0,Unknown
0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,3.0,Pvt Ltd,2,38,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,14,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,19.0,Pvt Ltd,1,44,0.0,Large
0.794,Unknown,Has relevent experience,no_enrollment,Graduate,1.0,NGO,1,21,0.0,Medium
0.91,Male,No relevent experience,Full time course,Masters,14.0,Unknown,2,76,1.0,Unknown
0.92,Male,Has relevent experience,Full time course,Graduate,21.0,NGO,>4,54,0.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,7.0,Unknown,never,56,0.0,Small
0.698,Female,No relevent experience,no_enrollment,Masters,4.0,Pvt Ltd,1,51,0.0,Large
0.725,Male,No relevent experience,no_enrollment,Masters,8.0,Unknown,2,10,1.0,Unknown
0.939,Male,Has relevent experience,no_enrollment,Phd,15.0,Funded Startup,2,40,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,>4,33,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,High School,21.0,Pvt Ltd,2,30,0.0,Unknown
0.624,Female,Has relevent experience,no_enrollment,Graduate,1.0,Pvt Ltd,1,39,0.0,Large
0.92,Male,No relevent experience,Full time course,High School,2.0,Unknown,never,25,1.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Primary School,9.0,Pvt Ltd,>4,46,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,14,0.0,Medium
0.884,Other,Has relevent experience,no_enrollment,Masters,10.0,Pvt Ltd,>4,141,0.0,Medium
0.624,Male,Has relevent experience,Full time course,Masters,3.0,Unknown,1,70,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,High School,6.0,Pvt Ltd,2,62,0.0,Large
0.624,Male,No relevent experience,Full time course,High School,2.0,Unknown,never,43,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,135,0.0,Medium
0.843,Male,No relevent experience,Full time course,Graduate,4.0,Unknown,never,30,1.0,Unknown
0.55,Unknown,Has relevent experience,no_enrollment,Graduate,5.0,Unknown,1,104,1.0,Small
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,3,134,0.0,Large
0.893,Male,Has relevent experience,no_enrollment,Masters,17.0,Pvt Ltd,>4,85,0.0,Medium
0.893,Unknown,No relevent experience,Full time course,Graduate,7.0,Unknown,never,39,0.0,Unknown
0.754,Male,Has relevent experience,Full time course,High School,4.0,Pvt Ltd,1,158,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,5.0,Funded Startup,1,102,0.0,Medium
0.698,Female,No relevent experience,Unknown,High School,0.0,Unknown,>4,67,0.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,>4,84,0.0,Medium
0.624,Unknown,Has relevent experience,Full time course,Graduate,3.0,Public Sector,1,43,1.0,Small
0.939,Unknown,No relevent experience,Full time course,Graduate,2.0,Unknown,1,94,0.0,Unknown
0.855,Unknown,Has relevent experience,no_enrollment,Masters,10.0,Unknown,1,59,0.0,Unknown
0.91,Female,No relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,47,0.0,Large
0.887,Male,Has relevent experience,Full time course,Graduate,21.0,Pvt Ltd,1,23,0.0,Medium
0.897,Male,Has relevent experience,no_enrollment,Masters,7.0,Early Stage Startup,1,12,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,4.0,Unknown,1,96,1.0,Unknown
0.897,Male,No relevent experience,Full time course,Graduate,7.0,Pvt Ltd,1,74,0.0,Medium
0.91,Unknown,No relevent experience,Full time course,Graduate,9.0,Unknown,1,22,0.0,Unknown
0.624,Male,No relevent experience,no_enrollment,Graduate,3.0,Unknown,2,151,1.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Masters,7.0,NGO,1,59,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Phd,21.0,Pvt Ltd,>4,40,0.0,Medium
0.92,Female,No relevent experience,no_enrollment,Graduate,13.0,Funded Startup,2,12,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Masters,9.0,Unknown,never,34,0.0,Unknown
0.754,Female,Has relevent experience,no_enrollment,Masters,14.0,Funded Startup,2,47,0.0,Medium
0.794,Male,Has relevent experience,no_enrollment,Graduate,7.0,Unknown,1,6,1.0,Unknown
0.527,Male,No relevent experience,Part time course,Graduate,4.0,Unknown,1,35,0.0,Unknown
0.92,Male,No relevent experience,Full time course,Unknown,11.0,Unknown,1,46,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,57,0.0,Large
0.624,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,>4,24,1.0,Small
0.895,Male,No relevent experience,no_enrollment,High School,7.0,Unknown,>4,86,0.0,Unknown
0.878,Male,No relevent experience,Full time course,High School,12.0,Unknown,4,10,0.0,Unknown
0.897,Male,Has relevent experience,no_enrollment,Graduate,5.0,Funded Startup,3,30,0.0,Small
0.92,Female,Has relevent experience,no_enrollment,Masters,21.0,Unknown,1,28,0.0,Large
0.903,Unknown,Has relevent experience,Full time course,Masters,15.0,Pvt Ltd,1,224,0.0,Large
0.897,Male,No relevent experience,Full time course,Graduate,7.0,Unknown,2,46,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,7.0,Unknown,1,192,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,1,9,0.0,Large
0.624,Male,Has relevent experience,no_enrollment,Graduate,5.0,Funded Startup,1,34,1.0,Medium
0.92,Unknown,Has relevent experience,Part time course,Graduate,15.0,Pvt Ltd,2,18,0.0,Medium
0.89,Male,Has relevent experience,no_enrollment,High School,21.0,Pvt Ltd,>4,43,0.0,Large
0.92,Male,No relevent experience,Full time course,Graduate,13.0,Unknown,never,256,0.0,Unknown
0.939,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,59,0.0,Large
0.91,Other,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,1,33,0.0,Medium
0.624,Unknown,No relevent experience,no_enrollment,Graduate,0.0,Pvt Ltd,never,66,1.0,Small
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,3,82,0.0,Large
0.897,Unknown,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,246,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,3,50,0.0,Medium
0.848,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,3,85,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,3.0,Unknown,1,2,0.0,Small
0.698,Male,Has relevent experience,no_enrollment,Graduate,13.0,Unknown,1,18,1.0,Unknown
0.92,Female,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,2,17,0.0,Large
0.89,Male,No relevent experience,Full time course,Graduate,7.0,Unknown,1,152,1.0,Unknown
0.802,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,2,22,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,1.0,Unknown,1,24,1.0,Unknown
0.925,Male,Has relevent experience,no_enrollment,High School,9.0,Pvt Ltd,1,68,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,57,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,13.0,NGO,3,266,0.0,Large
0.92,Male,No relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,48,0.0,Large
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Funded Startup,>4,43,0.0,Medium
0.926,Female,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,2,5,1.0,Medium
0.866,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,1,47,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,65,0.0,Medium
0.92,Female,Has relevent experience,no_enrollment,Masters,12.0,Pvt Ltd,4,44,0.0,Large
0.89,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,31,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Masters,19.0,Unknown,1,15,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,3,105,0.0,Small
0.899,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,50,0.0,Large
0.926,Male,Has relevent experience,Part time course,Graduate,7.0,Pvt Ltd,2,19,0.0,Medium
0.926,Male,Has relevent experience,no_enrollment,Graduate,19.0,Pvt Ltd,>4,6,0.0,Medium
0.92,Male,No relevent experience,Full time course,Masters,6.0,Unknown,never,14,1.0,Unknown
0.743,Unknown,Has relevent experience,no_enrollment,High School,1.0,Pvt Ltd,1,132,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,1,69,0.0,Large
0.855,Unknown,Has relevent experience,no_enrollment,Masters,8.0,Unknown,2,41,1.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Graduate,19.0,Unknown,1,88,0.0,Unknown
0.91,Unknown,No relevent experience,no_enrollment,High School,7.0,Public Sector,>4,32,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,91,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,1,58,1.0,Large
0.624,Male,Has relevent experience,Full time course,Masters,13.0,Unknown,2,166,0.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,3,52,0.0,Medium
0.743,Male,Has relevent experience,Part time course,Graduate,2.0,Unknown,1,16,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,2,83,0.0,Medium
0.855,Male,Has relevent experience,no_enrollment,Masters,18.0,Unknown,1,88,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,High School,16.0,Unknown,1,282,0.0,Unknown
0.624,Unknown,Has relevent experience,Full time course,Graduate,0.0,Pvt Ltd,1,94,1.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,1,8,0.0,Medium
0.579,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,21,0.0,Medium
0.887,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,never,102,0.0,Medium
0.691,Male,No relevent experience,Full time course,High School,2.0,Unknown,never,55,0.0,Unknown
0.895,Male,Has relevent experience,Part time course,Masters,9.0,Funded Startup,2,26,0.0,Small
0.698,Male,No relevent experience,Full time course,Graduate,2.0,Pvt Ltd,never,16,0.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Masters,11.0,Public Sector,1,314,0.0,Medium
0.624,Unknown,Has relevent experience,no_enrollment,Unknown,19.0,Unknown,never,58,1.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,42,0.0,Medium
0.92,Unknown,No relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,36,1.0,Small
0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,10.0,Pvt Ltd,1,104,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,2,158,0.0,Large
0.7390000000000001,Unknown,No relevent experience,Full time course,Graduate,0.0,Unknown,never,78,0.0,Unknown
0.91,Unknown,No relevent experience,no_enrollment,Graduate,2.0,Unknown,2,21,1.0,Unknown
0.884,Other,Has relevent experience,Part time course,Masters,21.0,Funded Startup,2,5,0.0,Small
0.848,Male,Has relevent experience,no_enrollment,Masters,15.0,Early Stage Startup,1,31,0.0,Small
0.527,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,43,1.0,Medium
0.698,Male,Has relevent experience,no_enrollment,Masters,21.0,Funded Startup,>4,4,0.0,Small
0.91,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,114,0.0,Large
0.926,Unknown,Has relevent experience,no_enrollment,Graduate,12.0,Unknown,>4,35,0.0,Unknown
0.55,Male,Has relevent experience,Part time course,Graduate,2.0,Early Stage Startup,1,41,0.0,Small
0.794,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,36,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,52,0.0,Small
0.925,Male,Has relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,never,170,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Masters,14.0,Pvt Ltd,1,204,0.0,Large
0.939,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,157,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,2,7,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,17.0,Pvt Ltd,4,192,1.0,Large
0.926,Male,Has relevent experience,no_enrollment,Graduate,5.0,Unknown,1,39,0.0,Unknown
0.939,Male,No relevent experience,Full time course,Graduate,9.0,Unknown,2,39,0.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Masters,8.0,Pvt Ltd,1,4,1.0,Large
0.926,Male,No relevent experience,Full time course,Graduate,9.0,Pvt Ltd,never,74,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,1,51,0.0,Large
0.624,Male,No relevent experience,no_enrollment,Graduate,6.0,Unknown,1,58,1.0,Unknown
0.878,Unknown,Has relevent experience,Part time course,Masters,17.0,Pvt Ltd,1,102,0.0,Large
0.92,Unknown,No relevent experience,Full time course,Graduate,5.0,Public Sector,1,81,0.0,Medium
0.897,Male,Has relevent experience,no_enrollment,Unknown,7.0,Pvt Ltd,>4,39,1.0,Medium
0.5579999999999999,Male,No relevent experience,Full time course,High School,2.0,Unknown,never,100,0.0,Unknown
0.878,Male,Has relevent experience,no_enrollment,High School,11.0,Pvt Ltd,3,178,0.0,Large
0.55,Unknown,No relevent experience,Full time course,Graduate,1.0,Unknown,1,101,1.0,Unknown
0.897,Unknown,Has relevent experience,no_enrollment,Masters,7.0,Unknown,1,65,0.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,44,0.0,Medium
0.939,Male,No relevent experience,no_enrollment,High School,3.0,Pvt Ltd,3,59,0.0,Large
0.91,Unknown,No relevent experience,Full time course,Graduate,6.0,Pvt Ltd,1,35,0.0,Unknown
0.939,Male,Has relevent experience,no_enrollment,Graduate,17.0,Unknown,>4,46,0.0,Unknown
0.836,Male,Has relevent experience,Full time course,High School,3.0,Pvt Ltd,1,10,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,46,1.0,Unknown
0.579,Unknown,No relevent experience,no_enrollment,Unknown,3.0,Unknown,1,21,1.0,Unknown
0.624,Unknown,Has relevent experience,no_enrollment,Masters,16.0,Pvt Ltd,3,91,1.0,Small
0.624,Male,No relevent experience,no_enrollment,Graduate,8.0,Unknown,1,111,1.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,8.0,Funded Startup,1,104,0.0,Small
0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,19.0,Pvt Ltd,never,10,0.0,Large
0.92,Male,No relevent experience,Full time course,High School,6.0,Pvt Ltd,never,48,0.0,Unknown
0.887,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,1,64,0.0,Small
0.843,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,1,24,0.0,Small
0.92,Male,No relevent experience,Full time course,High School,4.0,Pvt Ltd,1,23,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Phd,3.0,Pvt Ltd,2,10,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,26,0.0,Large
0.836,Male,Has relevent experience,Part time course,Graduate,21.0,Pvt Ltd,2,29,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,7.0,Funded Startup,1,11,1.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,19.0,Pvt Ltd,>4,50,1.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,49,0.0,Unknown
0.925,Male,No relevent experience,Full time course,Graduate,3.0,NGO,2,13,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,83,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,17.0,NGO,>4,148,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Masters,5.0,Unknown,2,44,0.0,Small
0.926,Male,No relevent experience,no_enrollment,High School,2.0,Pvt Ltd,never,67,0.0,Unknown
0.92,Female,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,1,110,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,18.0,Pvt Ltd,>4,41,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,3.0,Unknown,1,90,0.0,Unknown
0.92,Male,No relevent experience,Full time course,High School,3.0,Unknown,1,56,0.0,Unknown
0.915,Female,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,37,0.0,Medium
